79670000,79679999,8,MS,BRASILANDIA
38779000,38779999,18,MG,BRASILANDIADEMINAS
87595000,87599999,8,PR,BRASILANDIADOSUL
69932000,69933999,16,AC,BRASILEIA
70002900,72799999,7,DF,BRASILIA
39330000,39334999,19,MG,BRASILIADEMINAS
15617000,15617970,6,SP,BRASITANIA
78350000,78359999,9,MT,BRASNORTE
16290000,16299999,6,SP,BRAUNA
35189000,35189999,18,MG,BRAUNAS
75440000,75449999,12,GO,BRAZABRANTES
37530000,37539999,7,MG,BRAZOPOLIS
29630000,29639999,12,ES,BREJETUBA
16265000,16269999,6,SP,BREJOALEGRE
38738000,38738971,7,MG,BREJOBONITO
76280000,76284999,10,GO,BRITANIA
95790000,95792999,8,RS,BROCHIER
14340000,14349999,5,SP,BRODOWSKI
17380000,17399999,6,SP,BROTAS
35460000,35469999,7,MG,BRUMADINHO
89634000,89635999,9,SC,BRUNOPOLIS
88350001,88359999,6,SC,BRUSQUE
37578000,37579999,7,MG,BUENOBRANDAO
39230000,39236999,16,MG,BUENOPOLIS
35193000,35193999,18,MG,BUGRE
69926000,69926999,16,AC,BUJARI
18290000,18299999,5,SP,BURI
15290000,15299999,6,SP,BURITAMA
75660000,75664999,7,GO,BURITIALEGRE
76152000,76154999,10,GO,BURITIDEGOIAS
73975000,73979999,12,GO,BURITINOPOLIS
76880000,76886999,11,RO,BURITIS
14570000,14579999,5,SP,BURITIZAL
39280000,39289999,6,MG,BURITIZEIRO
96750000,96754999,6,RS,BUTIA
79940000,79949999,9,MS,CAARAPO
38625000,38629999,18,MG,CABECEIRAGRANDE
73870000,73889999,12,GO,CABECEIRAS
76994000,76994999,13,RO,CABIXI
28900001,28929999,8,RJ,CABOFRIO
37880000,37889999,7,MG,CABOVERDE
17480000,17489999,6,SP,CABRALIAPAULISTA
13315000,13319999,5,SP,CABREUVA
89500000,89514999,4,SC,CACADOR
12280001,12299999,6,SP,CACAPAVA
96570000,96589999,6,RS,CACAPAVADOSUL
76889000,76889999,14,RO,CACAULANDIA
97450000,97499999,6,RS,CACEQUI
78200000,78236999,8,MT,CACERES
75870000,75879999,7,GO,CACHOEIRAALTA
35765000,35766999,10,MG,CACHOEIRADAPRATA
76125000,76129999,12,GO,CACHOEIRADEGOIAS
37545000,37547999,7,MG,CACHOEIRADEMINAS
39980000,39989999,18,MG,CACHOEIRADEPAJEU
83181000,83181999,4,PR,CACHOEIRADESAOJOSE
